
0.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
3.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
4.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
4.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
5.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
5.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
6.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
6.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
7.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
7.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
8.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
8.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
9.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
9.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
10.0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
10.5,0.5,19.068893790245056,0.1758488710038364,7.43313804268837,0.0362774619134143,59.85727906227112,0.2843511989340186,13.14420998096466,0.000362774619134143,0.1342856117989868,0.8653515976620838,0.395,0.605,0.0,0.1286276566399131,Ingenuine,this is some happy sounding text this evening was truly magical I got together with some friends for a cozy dinner party and it was everything I could have hoped for
11.0,1.0,8.982606022513272,0.15251723561538671,9.236173137198277,0.3027302393454456,35.24642200746668,0.1715502338290354,45.908000821352054,0.0030273023934544556,0.4607955105518109,0.5361771840279361,0.375,0.625,0.0,0.5610960408375204,Genuine,this is some happy sounding text this evening was truly magical I got together with some friends for a cozy dinner party and it was everything I could have hoped for and more
11.5,1.5,55.74983690678101,0.6082730730338736,26.779593633389094,0.1794937057305101,14.304428655173103,0.6354741199597191,1.7429019432009425,0.001794937057305101,0.02378376063160662,0.9744213226837708,0.405,0.595,0.0,0.02120753792000919,Ingenuine,happy sounding text this evening was truly magical I got together with some friends for a cozy dinner party and it was everything I could have hoped for and more
12.0,2.0,33.20319056510925,0.00018469104361429345,4.213898628950119,0.47520948573946953,7.624760270118713,54.3501615524292,0.13259855331853032,0.004752094857394695,0.5448276010574773,0.450420341552217,0.32,0.68,0.0,0.7002100580403974,Genuine,running text this evening was truly magical I got together with some friends for a cozy dinner party and it was everything I could have hoped for and more the atmosphere
12.5,2.5,23.55358451604843,5.000067874789238,17.78903603553772,1.0988782159984112,28.511202335357666,1.4636472798883915,22.58358895778656,0.010988782159984112,0.24047236237674952,0.7485389076173306,0.339,0.661,0.0,0.27850627125259825,Ingenuine,this evening was truly magical I got together with some friends for a cozy dinner party and it was everything I could have hoped for and more the atmosphere
13.0,3.0,5.972926691174507,0.0025858764274744317,4.078999534249306,0.9772221557796001,33.77069532871246,0.1069099991582334,55.090659856796265,0.009772221557796001,0.551975698559545,0.4382520743056375,0.392,0.608,0.0,0.6656692714647339,Genuine,this evening was truly magical I got together with some friends for a cozy dinner party and it was everything I could have hoped for and more the atmosphere was warm and inviting
13.5,3.5,40.3750967532281,0.002255377243621473,15.218281421866248,0.45510958111469973,31.72871688262023,10.88157762508659,1.3389537377412633,0.0045510958111469975,0.12220531362827854,0.8732435043495821,0.392,0.608,0.0,0.11927750046752816,Ingenuine,this evening was truly magical I got together with some friends for a cozy dinner party and it was everything I could have hoped for and more the atmosphere was warm and inviting
14.0,4.0,12.08953931927681,3.0481001545012987e-05,0.5265811923891306,0.04642785352189094,9.625700861215591,0.0014640141671407036,77.71025896072388,0.0004642785352189094,0.7771172297489102,0.22241851853883077,0.383,0.617,0.0,0.8171247110797727,Genuine,evening was truly magical I got together with some friends for a cozy dinner party and it was everything I could have hoped for and more the atmosphere was warm and inviting with Ken
14.5,4.5,7.052551114255057,0.06640821020095525,46.30362733559283,1.051412863115923,43.4043087477316,1.001905809860729,1.119779661920111,0.01051412863115923,0.0212168547178084,0.9682689540778044,0.392,0.608,0.0,0.024293053296787652,Ingenuine,truly magical I got together with some friends for a cozy dinner party and it was everything I could have hoped for and more the atmosphere was warm and inviting with candles flickering
15.0,5.0,21.83764241190462,0.00037261834117073816,1.7009223045018083,0.04830094397302794,25.928455701882328,0.02009184339247267,50.464212949778194,0.00048300943973027943,0.5048430479317066,0.4946739303662993,0.335,0.665,0.0,0.6382022690288865,Genuine,I got together with some friends for a cozy dinner party and it was everything I could have hoped for and more the atmosphere was warm and inviting with candles flickering and saw
15.5,5.5,2.7323653921484947,0.001586573307577055,2.902727574110031,0.29713818803429604,10.765175521373749,0.02100248239003122,83.2800030708313,0.0029713818803429604,0.8330100555322133,0.16401855060939852,0.326,0.674,0.0,0.8847863669012959,Genuine,I got together with some friends for a cozy dinner party and it was everything I could have hoped for and more the atmosphere was warm and inviting with candles flickering and soft music
16.0,6.0,16.841192057203774,0.0060209513272539575,23.520938963946044,0.8002045109989948,33.11929304118711,1.4162124978728592,24.296134668358246,0.008002045109989949,0.25712347166231103,0.7348744501366419,0.356,0.644,0.0,0.2939906384056528,Ingenuine,together with some friends for a cozy dinner party and it was everything I could have hoped for and more the atmosphere was warm and inviting with candles flickering and soft music playing in
16.5,6.5,11.285873647228044,0.0013916167677944095,1.891035547431046,0.05952697119726584,18.338640828294654,0.03409734811684065,68.38943143016917,0.0005952697119726584,0.6842352877828601,0.31516941639721535,0.303,0.697,0.0,0.8332883854057676,Genuine,compression for a cozy dinner party and it was everything I could have hoped for and more the atmosphere was warm and inviting with candles flickering and soft music playing in the background
17.0,7.0,0.00479627176113633,7.38018228186056e-11,0.0009543015720899205,99.99417066643588,5.896299633978028e-06,6.630414870550521e-09,6.769976482833629e-05,0.9999417066643588,6.770639524320684e-07,5.756469706662052e-05,0.382,0.618,0.0,0.5257864596812343,Genuine,easy dinner party and it was everything I could have hoped for and more the atmosphere was warm and inviting with candles flickering and soft music playing in the background
17.5,7.5,5.247102305293083,0.0014410943549592048,13.135576248168945,4.182949289679527,35.51613390445709,1.5272362157702446,40.38956165313721,0.04182949289679527,0.4191679786890745,0.5390025355227408,0.329,0.671,0.0,0.5770862912458505,Genuine,dinner party and it was everything I could have hoped for and more the atmosphere was warm and inviting with candles flickering and soft music playing in the background
18.0,8.0,0.22309475045470897,0.034485477099260815,14.331420620168485,83.29425354565701,0.7875768937216338,0.008087858195763943,1.321081337099155,0.8329425354565702,0.01329169195294919,0.1537657774144409,0.272,0.728,0.0,0.35883519770734307,Ingenuine,and it was everything I could have hoped for and more the atmosphere was warm and inviting with candles flickering and soft music playing in the background window
18.5,8.5,0.18092446433535644,0.0001347261853344839,0.11444672509172855,99.57477455439872,0.006091975957599541,0.0011233924422001163,0.12250439898989808,0.9957477455439872,0.0012362779143209818,0.0030159789157001905,0.392,0.608,0.0,0.5429155273893712,Genuine,and it was everything I could have hoped for and more the atmosphere was warm and inviting with candles flickering and soft music playing in the background we enjoy the delicious
19.0,9.0,9.560155903872671e-07,7.087252994084964e-13,0.40729048295560377,0.00016764793007221192,0.00556623632727575,1.3543398321831003e-06,99.58697554987523,1.6764793007221191e-06,0.9958697690421506,0.004128576752991786,0.426,0.574,0.0,0.8030057428646858,Genuine,everything I could have hoped for and more the atmosphere was warm and inviting with candles flickering and soft music playing in the background we enjoyed a delicious homemade
19.5,9.5,86.34260811463643,1.4009004791873634e-07,0.46106467909006354,3.215327305515248,0.18429778217809095,0.00011244508857016746,9.79658945182499,0.03215327305515248,0.09796701896913561,0.8698797071599463,0.394,0.606,0.0,0.11377102291117094,Ingenuine,before and more the atmosphere was warm and inviting with candles flickering and soft music playing in the background we enjoyed a delicious homemade meal together
20.0,10.0,1.3035544194281101,1.2584925629198551,90.77160358428955,0.3660829970613122,5.9219226241111755,0.21779679227620363,0.1605464145541191,0.003660829970613122,0.0037834320683032274,0.9925557319074869,0.459,0.541,0.0,0.00529269106943881,Ingenuine,4 and more warm and inviting with candles flickering and soft music playing in the background we enjoyed a delicious homemade meal together
20.5,10.5,66.9029951095581,5.01432007027347e-07,0.06380662671290338,1.9640764221549034,0.21380390971899033,0.00011217794053663965,30.8552086353302,0.019640764221549034,0.30855320813270737,0.6718060614742201,0.394,0.606,0.0,0.3642698639621233,Ingenuine,the atmosphere was warm and inviting with candles flickering and soft music playing in the background we enjoyed a delicious homemade meal together and the converse
21.0,11.0,0.043241873998157564,4.065714650006476e-05,0.04942165112679018,87.88212393309163,0.09946493686317645,0.0049557171674275745,11.920759012789608,0.8788212393309164,0.11925714729957036,0.0019216911913462426,0.382,0.618,0.0,0.6353905527439163,Genuine,the atmosphere was warm and inviting with candles flickering and soft music playing in the background we enjoyed a delicious homemade meal together and the conversation flow
21.5,11.5,49.408501386642456,0.009762369882082567,8.426500856876373,20.26139795780182,1.8741417676210403,0.14505707658827305,19.874638319015503,0.2026139795780182,0.20019695395603776,0.5971890638102195,0.371,0.629,0.0,0.4161969690091638,Ingenuine,atmosphere was warm and inviting with candles flickering and soft music playing in the background we enjoyed a delicious homemade meal together and the conversation flowed after this
22.0,12.0,77.24597454071045,7.282542437314987,12.64384239912033,0.038559167296625674,1.2126782909035683,1.498508919030428,0.07789484807290137,0.00038559167296625674,0.015764037671033293,0.9838503766804934,0.382,0.618,0.0,0.013833555078969072,Ingenuine,warm and inviting with candles flickering and soft music playing in the background we enjoyed a delicious homemade meal together and the conversation flowed effortlessly as we
22.5,12.5,4.163122549653053,0.00020881682303297566,0.4967058077454567,4.106899723410606,3.420109674334526,0.02048353635473177,87.79247403144836,0.041068997234106064,0.878129575678031,0.08080146848556069,0.307,0.693,0.0,0.9283114884524194,Genuine,and inviting with candles flickering and soft music playing in the background we enjoyed a delicious homemade meal together and the conversation Floyd effortlessly as we caught up on it
23.0,13.0,0.0253188104748798,6.446654823526788e-06,0.04481087914741834,94.82248959809418,0.017341806117679163,0.001703494511530546,5.088332529465261,0.9482248959809418,0.05090036023976792,0.0008747794239480083,0.244,0.756,0.0,0.3577195454659764,Ingenuine,with candles flickering and soft music playing in the background we enjoy the delicious homemade meal together and the conversation flowed effortlessly as we caught up on each other's life
23.5,13.5,10.842017084360123,0.013907476386521012,2.6598500087857246,0.822067353874445,26.842674612998962,0.03363916766829789,58.78584384918213,0.00822067353874445,0.5881948301685043,0.4035844918253133,0.26,0.74,0.0,0.781712202107013,Genuine,candles flickering and soft music playing in the background we enjoyed a delicious homemade meal together and the conversation flowed effortlessly as we caught up on each other's lives
24.0,14.0,0.4223290830850601,7.933072510013517e-06,0.09398122201673687,84.81578230857849,0.0976214767433703,0.0008798799171927385,14.569400250911713,0.8481578230857849,0.14570280130828905,0.006139397149176773,0.246,0.754,0.0,0.466636874666867,Ingenuine,flickering and soft music playing in the background we enjoyed a delicious homemade meal together and the conversation Floyd effortlessly as we caught up on each other's lives and Sharon store
24.5,14.5,0.24234269793139088,0.00016200263927840293,0.10269962397662544,87.07609099603242,0.10088338186641824,0.009365565177887837,12.468457965162871,0.8707609099603242,0.12477823530340759,0.00446087706413713,0.358,0.588,0.054,0.6343807442111337,Genuine,stop music playing in the background we enjoyed a delicious homemade meal together and the conversation flowed effortlessly as we caught up on each other's lives and share stories and laugh
25.0,15.0,12.098860740661621,0.0010463630133017432,0.7629860658198595,11.426155269145966,2.287720702588558,0.004141126555623487,73.41908812522888,0.11426155269145966,0.734232292517845,0.1515061387208334,0.378,0.622,0.0,0.9056315310140436,Genuine,music playing in the background we enjoyed a delicious homemade meal together and the conversation Floyd effortlessly as we caught up on each other's lives and share stories and laugh
25.5,15.5,0.7870594032634016,4.998411387394501,39.20758793263579,52.79880728735837,0.9645477650108617,0.006703482287194829,1.2368807025992032,0.5279880728735837,0.01243584184886398,0.4595760648830456,0.388,0.612,0.0,0.4188161254533195,Ingenuine,playing in the background we enjoyed a delicious homemade meal together and the conversation Floyd effortlessly as we caught up on each other's lives and share stories and laugh
26.0,16.0,2.655944973230362,0.00876944322953932,2.535633184015751,3.206966817378998,13.795922696590424,0.020695291459560394,77.77606844902039,0.03206966817378998,0.7779676374047995,0.18996270297066076,0.39,0.61,0.0,0.8393738090047091,Genuine,we enjoyed a delicious homemade meal together and the conversation Floyd effortlessly as we caught up on each other's lives and share stories and laugh
